,episode_name,tv_show_name,imdb_ratings,runtime_in_mins,director,season
2260,Everything's Coming Up Lucifer,Lucifer,8.7,44,Nathan Hope,Season 2 | Episode 1
2261,"Liar, Liar, Slutty Dress on Fire",Lucifer,8.7,43,Louis Shaw Milito,Season 2 | Episode 2
2262,Sin-Eater,Lucifer,8.4,43,Mairzee Almas,Season 2 | Episode 3
2263,Lady Parts,Lucifer,8.7,42,Ben Hernandez Bray,Season 2 | Episode 4
2264,Weaponizer,Lucifer,9.0,44,Karen Gaviola,Season 2 | Episode 5
2265,Monster,Lucifer,9.3,43,Eagle Egilsson,Season 2 | Episode 6
2266,My Little Monkey,Lucifer,9.0,43,Tara Nicole Weyr,Season 2 | Episode 7
2267,Trip to Stabby Town,Lucifer,8.9,43,Nathan Hope,Season 2 | Episode 8
2268,Homewrecker,Lucifer,9.0,43,Greg Beeman,Season 2 | Episode 9
2269,Quid Pro Ho,Lucifer,9.3,44,Nathan Hope,Season 2 | Episode 10
2270,Stewardess Interruptus,Lucifer,8.9,43,Greg Beeman,Season 2 | Episode 11
2271,Love Handles,Lucifer,9.2,43,Karen Gaviola,Season 2 | Episode 12
2272,A Good Day to Die,Lucifer,9.5,43,Alrick Riley,Season 2 | Episode 13
2273,Candy Morningstar,Lucifer,8.5,43,Claudia Yarmy,Season 2 | Episode 14
2274,Deceptive Little Parasite,Lucifer,8.5,43,Brad Tanenbaum,Season 2 | Episode 15
2275,God Johnson,Lucifer,9.0,43,Sherwin Shilati,Season 2 | Episode 16
2276,Sympathy for the Goddess,Lucifer,8.6,43,Louis Shaw Milito,Season 2 | Episode 17
2277,"The Good, the Bad, and the Crispy",Lucifer,9.2,43,Karen Gaviola,Season 2 | Episode 18
2278,"They're Back, Aren't They?",Lucifer,8.8,43,Karen Gaviola,Season 3 | Episode 1
2279,The One with the Baby Carrot,Lucifer,8.5,43,Louis Shaw Milito,Season 3 | Episode 2
2280,Mr. and Mrs. Mazikeen Smith,Lucifer,8.8,43,Tara Nicole Weyr,Season 3 | Episode 3
2281,What Would Lucifer Do?,Lucifer,8.4,43,Eagle Egilsson,Season 3 | Episode 4
2282,"Welcome Back, Charlotte Richards",Lucifer,8.6,43,Nathan Hope,Season 3 | Episode 5
2283,Vegas With Some Radish,Lucifer,9.0,43,Karen Gaviola,Season 3 | Episode 6
2284,Off The Record,Lucifer,9.4,43,Eduardo Sánchez,Season 3 | Episode 7
2285,Chloe Does Lucifer,Lucifer,8.4,43,Louis Shaw Milito,Season 3 | Episode 8
2286,The Sinnerman,Lucifer,8.9,43,Marisol Adler,Season 3 | Episode 9
2287,The Sin Bin,Lucifer,9.2,43,Greg Beeman,Season 3 | Episode 10
2288,City of Angels?,Lucifer,8.7,43,Mark Tonderai,Season 3 | Episode 11
2289,All About Her,Lucifer,8.7,43,Tara Nicole Weyr,Season 3 | Episode 12
2290,Til Death Do Us Part,Lucifer,9.1,43,Sherwin Shilati,Season 3 | Episode 13
2291,My Brother's Keeper,Lucifer,8.5,43,Claudia Yarmy,Season 3 | Episode 14
2292,High School Poppycock,Lucifer,8.5,43,Louis Shaw Milito,Season 3 | Episode 15
2293,Infernal Guinea Pig,Lucifer,8.7,43,Eagle Egilsson,Season 3 | Episode 16
2294,Let Pinhead Sing!,Lucifer,8.7,43,Alrick Riley,Season 3 | Episode 17
2295,The Last Heartbreak,Lucifer,8.7,43,Hanelle M. Culpepper,Season 3 | Episode 18
2296,Orange Is the New Maze,Lucifer,8.8,43,Nathan Hope,Season 3 | Episode 19
2297,The Angel of San Bernardino,Lucifer,9.2,43,Tara Nicole Weyr,Season 3 | Episode 20
2298,Anything Pierce Can Do I Can Do Better,Lucifer,8.4,43,Jim Ramos Vickers,Season 3 | Episode 21
2299,All Hands on Decker,Lucifer,8.4,43,Eduardo Sánchez,Season 3 | Episode 22
2300,Quintessential Deckerstar,Lucifer,9.6,43,Claudia Yarmy,Season 3 | Episode 23
2301,A Devil of My Word,Lucifer,9.8,43,Eagle Egilsson,Season 3 | Episode 24
2302,Boo Normal,Lucifer,8.5,43,Lisa Demaine,Season 3 | Episode 25
2303,Once Upon a Time,Lucifer,8.6,43,Kevin Alejandro,Season 3 | Episode 26
2304,Everything's Okay,Lucifer,NA,42,Sherwin Shilati,Season 4 | Episode 1
2305,Somebody's Been Reading Dante's Inferno,Lucifer,NA,42,Sam Hill,Season 4 | Episode 2
2306,"O, Ye Of Little Faith, Father",Lucifer,NA,42,Jessika Borsiczky,Season 4 | Episode 3
2307,All About Eve,Lucifer,NA,42,Sherwin Shilati,Season 4 | Episode 4
2308,Expire Erect,Lucifer,NA,42,Viet Nguyen,Season 4 | Episode 5
2309,Orgy Pants to Work,Lucifer,NA,42,Amy Anderson,Season 4 | Episode 6
2310,Devil Is As Devil Does,Lucifer,NA,42,Richard Speight Jr.,Season 4 | Episode 7
2311,Super Bad Boyfriend,Lucifer,NA,42,Claudia Yarmy,Season 4 | Episode 8
2312,Save Lucifer,Lucifer,NA,42,Alexa Alemanni,Season 4 | Episode 9
2313,Episode #4.10,Lucifer,NA,42,Eagle Egilsson,Season 4 | Episode 10
2314,Welcome to New York,Friends from College,6.5,30,Nicholas Stoller,Season 1 | Episode 1
2315,Connecticut House,Friends from College,6.9,30,Nicholas Stoller,Season 1 | Episode 2
2316,All-Nighter,Friends from College,7.0,30,Nicholas Stoller,Season 1 | Episode 3
2317,Mission Impossible,Friends from College,7.1,30,Nicholas Stoller,Season 1 | Episode 4
2318,Party Bus,Friends from College,7.1,31,Nicholas Stoller,Season 1 | Episode 5
2319,Second Wedding,Friends from College,7.1,33,Nicholas Stoller,Season 1 | Episode 6
2320,Grand Cayman,Friends from College,7.1,30,Nicholas Stoller,Season 1 | Episode 7
2321,A Night of Surprises,Friends from College,7.3,34,Nicholas Stoller,Season 1 | Episode 8
2322,The Engagement Party,Friends from College,8.4,30,Nicholas Stoller,Season 2 | Episode 1
2323,Storage Unit,Friends from College,8.0,30,Nicholas Stoller,Season 2 | Episode 2
2324,Out All Night,Friends from College,7.9,30,Nicholas Stoller,Season 2 | Episode 3
2325,The Bachelor Party,Friends from College,8.2,30,Andrew Gurland,Season 2 | Episode 4
2326,Old Habits,Friends from College,8.2,30,Andrew Gurland,Season 2 | Episode 5
2327,Free Fall,Friends from College,8.3,30,Nicholas Stoller,Season 2 | Episode 6
2328,Fireworks,Friends from College,8.2,30,Francesca Delbanco,Season 2 | Episode 7
2329,The Wedding,Friends from College,8.6,30,Nicholas Stoller,Season 2 | Episode 8
2330,Pilot,The Marvelous Mrs. Maisel,8.7,56,Amy Sherman-Palladino,Season 1 | Episode 1
2331,Ya Shivu v Bolshom Dome Na Kholme,The Marvelous Mrs. Maisel,8.4,51,Amy Sherman-Palladino,Season 1 | Episode 2
2332,Because You Left,The Marvelous Mrs. Maisel,8.6,49,Daniel Palladino,Season 1 | Episode 3
2333,The Disappointment of the Dionne Quintuplets,The Marvelous Mrs. Maisel,8.2,55,Amy Sherman-Palladino,Season 1 | Episode 4
2334,Doink,The Marvelous Mrs. Maisel,8.0,47,Amy Sherman-Palladino,Season 1 | Episode 5
2335,Mrs. X at the Gaslight,The Marvelous Mrs. Maisel,8.3,46,Scott Ellis,Season 1 | Episode 6
2336,Put That on Your Plate!,The Marvelous Mrs. Maisel,8.7,51,Daniel Palladino,Season 1 | Episode 7
2337,Thank You and Good Night,The Marvelous Mrs. Maisel,9.0,126,Amy Sherman-Palladino,Season 1 | Episode 8
2338,Simone,The Marvelous Mrs. Maisel,8.4,54,Amy Sherman-Palladino,Season 2 | Episode 1
2339,Mid-way to Mid-town,The Marvelous Mrs. Maisel,8.7,57,Amy Sherman-Palladino,Season 2 | Episode 2
2340,The Punishment Room,The Marvelous Mrs. Maisel,8.4,47,Scott Ellis,Season 2 | Episode 3
2341,We're Going to the Catskills!,The Marvelous Mrs. Maisel,8.7,52,Daniel Palladino,Season 2 | Episode 4
2342,Midnight at the Concord,The Marvelous Mrs. Maisel,9.3,52,Amy Sherman-Palladino,Season 2 | Episode 5
2343,Let's Face the Music and Dance,The Marvelous Mrs. Maisel,8.8,47,Daniel Palladino,Season 2 | Episode 6
2344,"Look, She Made a Hat",The Marvelous Mrs. Maisel,9.0,54,Jamie Babbit,Season 2 | Episode 7
2345,Someday...,The Marvelous Mrs. Maisel,8.6,43,Jamie Babbit,Season 2 | Episode 8
2346,"Vote for Kennedy, Vote for Kennedy",The Marvelous Mrs. Maisel,9.3,52,Daniel Palladino,Season 2 | Episode 9
2347,All Alone,The Marvelous Mrs. Maisel,9.0,59,Amy Sherman-Palladino,Season 2 | Episode 10
2348,Episode #3.1,The Marvelous Mrs. Maisel,NA,57,Rachel Brosnahan,Season 3 | Episode 1
2349,Episode #3.2,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 2
2350,Episode #3.3,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 3
2351,Episode #3.4,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 4
2352,Episode #3.5,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 5
2353,Episode #3.6,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 6
2354,Episode #3.7,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 7
2355,Episode #3.8,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 8
2356,Episode #3.9,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 9
2357,Episode #3.10,The Marvelous Mrs. Maisel,NA,57,NA,Season 3 | Episode 10
2358,Inside Look,Luther,8.1,1,Orlessa Altass,Season 1 | Episode 0
2359,Episode #1.1,Luther,8.2,58,Brian Kirk,Season 1 | Episode 1
2360,Episode #1.2,Luther,8.3,57,Brian Kirk,Season 1 | Episode 2
2361,Episode #1.3,Luther,8.1,59,Sam Miller,Season 1 | Episode 3
2362,Episode #1.4,Luther,8.5,59,Sam Miller,Season 1 | Episode 4
2363,Episode #1.5,Luther,9.1,59,Stefan Schwartz,Season 1 | Episode 5
2364,Episode #1.6,Luther,9.2,58,Stefan Schwartz,Season 1 | Episode 6
2365,Episode #2.1,Luther,8.5,57,Sam Miller,Season 2 | Episode 1
2366,Episode #2.2,Luther,8.5,57,Sam Miller,Season 2 | Episode 2
2367,Episode #2.3,Luther,8.6,58,Sam Miller,Season 2 | Episode 3
2368,Episode #2.4,Luther,9.0,58,Sam Miller,Season 2 | Episode 4
2369,Episode #3.1,Luther,8.5,58,Sam Miller,Season 3 | Episode 1
2370,Episode #3.2,Luther,8.5,12,Sam Miller,Season 3 | Episode 2
2371,Episode #3.3,Luther,9.0,11,Farren Blackburn,Season 3 | Episode 3
2372,Episode #3.4,Luther,9.2,11,Farren Blackburn,Season 3 | Episode 4
2373,Episode #4.1,Luther,8.4,58,Sam Miller,Season 4 | Episode 1
2374,Episode #4.2,Luther,8.0,58,Sam Miller,Season 4 | Episode 2
2375,Episode #5.1,Luther,8.4,58,Jamie Payne,Season 5 | Episode 1
2376,Episode #5.2,Luther,8.2,55,Jamie Payne,Season 5 | Episode 2
2377,Episode #5.3,Luther,8.5,58,Jamie Payne,Season 5 | Episode 3
2378,Episode #5.4,Luther,8.3,56,Jamie Payne,Season 5 | Episode 4
2379,The One Where Monica Gets a Roommate,Friends,8.4,22,James Burrows,Season 1 | Episode 1
2380,The One with the Sonogram at the End,Friends,8.1,22,James Burrows,Season 1 | Episode 2
2381,The One with the Thumb,Friends,8.2,22,James Burrows,Season 1 | Episode 3
2382,The One with George Stephanopoulos,Friends,8.2,22,James Burrows,Season 1 | Episode 4
2383,The One with the East German Laundry Detergent,Friends,8.5,22,Pamela Fryman,Season 1 | Episode 5
2384,The One with the Butt,Friends,8.2,22,Arlene Sanford,Season 1 | Episode 6
2385,The One with the Blackout,Friends,9.0,22,James Burrows,Season 1 | Episode 7
2386,The One Where Nana Dies Twice,Friends,8.2,22,James Burrows,Season 1 | Episode 8
2387,The One Where Underdog Gets Away,Friends,8.3,22,James Burrows,Season 1 | Episode 9
2388,The One with the Monkey,Friends,8.1,22,Peter Bonerz,Season 1 | Episode 10
2389,The One with Mrs. Bing,Friends,8.3,22,James Burrows,Season 1 | Episode 11
2390,The One with the Dozen Lasagnas,Friends,8.3,22,Paul Lazarus,Season 1 | Episode 12
2391,The One with the Boobies,Friends,8.7,22,Alan Myerson,Season 1 | Episode 13
2392,The One with the Candy Hearts,Friends,8.3,22,James Burrows,Season 1 | Episode 14
2393,The One with the Stoned Guy,Friends,8.3,22,Alan Myerson,Season 1 | Episode 15
2394,The One with Two Parts: Part 1,Friends,8.2,22,Michael Lembeck,Season 1 | Episode 16
2395,The One with Two Parts: Part 2,Friends,8.5,22,Michael Lembeck,Season 1 | Episode 17
2396,The One with All the Poker,Friends,8.9,22,James Burrows,Season 1 | Episode 18
2397,The One Where the Monkey Gets Away,Friends,8.2,22,Peter Bonerz,Season 1 | Episode 19
2398,The One with the Evil Orthodontist,Friends,8.0,22,Peter Bonerz,Season 1 | Episode 20
2399,The One with the Fake Monica,Friends,8.0,22,Gail Mancuso,Season 1 | Episode 21
2400,The One with the Ick Factor,Friends,8.4,22,Robby Benson,Season 1 | Episode 22
2401,The One with the Birth,Friends,8.7,22,James Burrows,Season 1 | Episode 23
2402,The One Where Rachel Finds Out,Friends,8.9,22,Kevin Bright,Season 1 | Episode 24
2403,The One with Ross's New Girlfriend,Friends,8.5,22,Michael Lembeck,Season 2 | Episode 1
2404,The One with the Breast Milk,Friends,8.3,22,Michael Lembeck,Season 2 | Episode 2
2405,The One Where Heckles Dies,Friends,8.4,22,Kevin Bright,Season 2 | Episode 3
2406,The One with Phoebe's Husband,Friends,8.0,22,Gail Mancuso,Season 2 | Episode 4
2407,The One with Five Steaks and an Eggplant,Friends,8.3,22,Ellen Gittelsohn,Season 2 | Episode 5
2408,The One with the Baby on the Bus,Friends,8.6,22,Gail Mancuso,Season 2 | Episode 6
2409,The One Where Ross Finds Out,Friends,9.0,22,Peter Bonerz,Season 2 | Episode 7
2410,The One with the List,Friends,8.5,22,Mary Kay Place,Season 2 | Episode 8
2411,The One with Phoebe's Dad,Friends,8.0,22,Kevin Bright,Season 2 | Episode 9
2412,The One with Russ,Friends,8.1,22,Thomas Schlamme,Season 2 | Episode 10
2413,The One with the Lesbian Wedding,Friends,8.2,22,Thomas Schlamme,Season 2 | Episode 11
2414,The One After the Superbowl: Part 1,Friends,8.7,22,Michael Lembeck,Season 2 | Episode 12
2415,The One After the Superbowl: Part 2,Friends,8.8,22,Michael Lembeck,Season 2 | Episode 13
2416,The One with the Prom Video,Friends,9.4,22,James Burrows,Season 2 | Episode 14
2417,The One Where Ross and Rachel... You Know,Friends,8.9,22,Michael Lembeck,Season 2 | Episode 15
2418,The One Where Joey Moves Out,Friends,8.6,22,Michael Lembeck,Season 2 | Episode 16
2419,The One Where Eddie Moves In,Friends,8.4,22,Michael Lembeck,Season 2 | Episode 17
2420,The One Where Dr. Ramoray Dies,Friends,8.5,22,Michael Lembeck,Season 2 | Episode 18
2421,The One Where Eddie Won't Go,Friends,8.6,22,Michael Lembeck,Season 2 | Episode 19
2422,The One Where Old Yeller Dies,Friends,8.2,22,Michael Lembeck,Season 2 | Episode 20
2423,The One with the Bullies,Friends,8.2,22,Michael Lembeck,Season 2 | Episode 21
2424,The One with the Two Parties,Friends,9.0,22,Michael Lembeck,Season 2 | Episode 22
2425,The One with the Chicken Pox,Friends,8.2,22,Michael Lembeck,Season 2 | Episode 23
2426,The One with Barry and Mindy's Wedding,Friends,8.3,22,Michael Lembeck,Season 2 | Episode 24
2427,The One with the Princess Leia Fantasy,Friends,8.5,22,Gail Mancuso,Season 3 | Episode 1
2428,The One Where No One's Ready,Friends,9.0,22,Gail Mancuso,Season 3 | Episode 2
2429,The One with the Jam,Friends,8.1,22,Kevin Bright,Season 3 | Episode 3
2430,The One with the Metaphorical Tunnel,Friends,8.1,22,Steve Zuckerman,Season 3 | Episode 4
2431,The One with Frank Jr.,Friends,8.2,22,Steve Zuckerman,Season 3 | Episode 5
2432,The One with the Flashback,Friends,9.1,22,Peter Bonerz,Season 3 | Episode 6
2433,The One with the Race Car Bed,Friends,8.4,22,Gail Mancuso,Season 3 | Episode 7
2434,The One with the Giant Poking Device,Friends,8.4,22,Gail Mancuso,Season 3 | Episode 8
2435,The One with the Football,Friends,9.0,22,Kevin Bright,Season 3 | Episode 9
2436,The One Where Rachel Quits,Friends,8.2,22,Terry Hughes,Season 3 | Episode 10
2437,The One Where Chandler Can't Remember Which Sister,Friends,8.6,22,Terry Hughes,Season 3 | Episode 11
2438,The One with All the Jealousy,Friends,8.3,22,Robby Benson,Season 3 | Episode 12
2439,The One Where Monica and Richard Are Just Friends,Friends,8.3,22,Robby Benson,Season 3 | Episode 13
2440,The One with Phoebe's Ex-Partner,Friends,7.9,22,Robby Benson,Season 3 | Episode 14
2441,The One Where Ross and Rachel Take a Break,Friends,8.6,22,James Burrows,Season 3 | Episode 15
2442,The One with the Morning After,Friends,9.1,22,James Burrows,Season 3 | Episode 16
2443,The One Without the Ski Trip,Friends,8.3,22,Sam Simon,Season 3 | Episode 17
2444,The One with the Hypnosis Tape,Friends,8.5,22,Robby Benson,Season 3 | Episode 18
2445,The One with the Tiny T-Shirt,Friends,8.2,22,Terry Hughes,Season 3 | Episode 19
2446,The One with the Dollhouse,Friends,8.2,22,Terry Hughes,Season 3 | Episode 20
2447,The One with the Chick and the Duck,Friends,8.8,22,Michael Lembeck,Season 3 | Episode 21
2448,The One with the Screamer,Friends,8.3,22,Peter Bonerz,Season 3 | Episode 22
2449,The One with Ross's Thing,Friends,8.1,22,Shelley Jensen,Season 3 | Episode 23
2450,The One with the Ultimate Fighting Champion,Friends,8.2,22,Robby Benson,Season 3 | Episode 24
2451,The One at the Beach,Friends,8.9,22,Pamela Fryman,Season 3 | Episode 25
2452,The One with the Jellyfish,Friends,9.1,22,Shelley Jensen,Season 4 | Episode 1
2453,The One with the Cat,Friends,8.1,22,Shelley Jensen,Season 4 | Episode 2
2454,The One with the 'Cuffs,Friends,8.5,22,Peter Bonerz,Season 4 | Episode 3
2455,The One with the Ballroom Dancing,Friends,8.3,22,Gail Mancuso,Season 4 | Episode 4
2456,The One with Joey's New Girlfriend,Friends,8.4,22,Gail Mancuso,Season 4 | Episode 5
2457,The One with the Dirty Girl,Friends,8.6,22,Shelley Jensen,Season 4 | Episode 6
2458,The One Where Chandler Crosses the Line,Friends,8.8,22,Kevin Bright,Season 4 | Episode 7
2459,The One with Chandler in a Box,Friends,9.1,22,Peter Bonerz,Season 4 | Episode 8
2460,The One Where They're Going to Party!,Friends,8.0,22,Peter Bonerz,Season 4 | Episode 9
2461,The One with the Girl from Poughkeepsie,Friends,8.1,22,Gary Halvorson,Season 4 | Episode 10
2462,The One with Phoebe's Uterus,Friends,8.5,22,David Steinberg,Season 4 | Episode 11
2463,The One with the Embryos,Friends,9.4,22,Kevin Bright,Season 4 | Episode 12
2464,The One with Rachel's Crush,Friends,8.3,22,Dana De Vally Piazza,Season 4 | Episode 13
2465,The One with Joey's Dirty Day,Friends,8.3,22,Peter Bonerz,Season 4 | Episode 14
2466,The One with All the Rugby,Friends,8.5,22,James Burrows,Season 4 | Episode 15
2467,The One with the Fake Party,Friends,8.3,22,Michael Lembeck,Season 4 | Episode 16
2468,The One with the Free Porn,Friends,8.7,22,Michael Lembeck,Season 4 | Episode 17
2469,The One with Rachel's New Dress,Friends,8.4,22,Gail Mancuso,Season 4 | Episode 18
2470,The One with All the Haste,Friends,8.7,22,Kevin Bright,Season 4 | Episode 19
2471,The One with All the Wedding Dresses,Friends,8.6,22,Gail Mancuso,Season 4 | Episode 20
2472,The One with the Invitation,Friends,7.3,22,Peter Bonerz,Season 4 | Episode 21
2473,The One with the Worst Best Man Ever,Friends,8.6,22,Peter Bonerz,Season 4 | Episode 22
2474,The One with Ross's Wedding,Friends,8.8,22,Kevin Bright,Season 4 | Episode 23
2475,The One with Ross's Wedding: Part Two,Friends,9.2,22,Kevin Bright,Season 4 | Episode 24
2476,The One After Ross Says Rachel,Friends,8.9,22,Kevin Bright,Season 5 | Episode 1
2477,The One with All the Kissing,Friends,9.0,22,Gary Halvorson,Season 5 | Episode 2
2478,The One Hundredth,Friends,8.8,22,Kevin Bright,Season 5 | Episode 3
2479,The One Where Phoebe Hates PBS,Friends,8.3,22,Shelley Jensen,Season 5 | Episode 4
2480,The One with the Kips,Friends,8.8,22,Dana De Vally Piazza,Season 5 | Episode 5
2481,The One with the Yeti,Friends,8.1,22,Gary Halvorson,Season 5 | Episode 6
2482,The One Where Ross Moves In,Friends,8.4,22,Gary Halvorson,Season 5 | Episode 7
2483,The One with All the Thanksgivings,Friends,9.2,22,Kevin Bright,Season 5 | Episode 8
2484,The One with Ross's Sandwich,Friends,9.1,22,Gary Halvorson,Season 5 | Episode 9
2485,The One with the Inappropriate Sister,Friends,8.2,22,Dana De Vally Piazza,Season 5 | Episode 10
2486,The One with All the Resolutions,Friends,9.1,22,Joe Regalbuto,Season 5 | Episode 11
2487,The One with Chandler's Work Laugh,Friends,8.3,22,Kevin Bright,Season 5 | Episode 12
2488,The One with Joey's Bag,Friends,8.2,22,Gail Mancuso,Season 5 | Episode 13
2489,The One Where Everybody Finds Out,Friends,9.7,22,Michael Lembeck,Season 5 | Episode 14
2490,The One with the Girl Who Hits Joey,Friends,8.6,22,Kevin Bright,Season 5 | Episode 15
2491,The One with the Cop,Friends,8.6,22,Andrew Tsao,Season 5 | Episode 16
2492,The One with Rachel's Inadvertent Kiss,Friends,8.5,22,Shelley Jensen,Season 5 | Episode 17
2493,The One Where Rachel Smokes,Friends,8.1,22,Todd Holland,Season 5 | Episode 18
2494,The One Where Ross Can't Flirt,Friends,8.8,22,Gail Mancuso,Season 5 | Episode 19
2495,The One with the Ride Along,Friends,8.4,22,Gary Halvorson,Season 5 | Episode 20
